Codigo_Colaborador;Codigo_Medida;Codigo_Sociedad;Codigo_Division_Personal;Codigo_Area_Personal;Codigo_SubDiv;Codigo_Nomina;Codigo_Relacion_Laboral;Codigo_Centro_Costo;Codigo_Estructura_Organizativa;Codigo_Posicion;Sexo;Edad_Empleado;Salario_Q_Normalizado;Codigo_Empresa;Grado_Hay_Limpio;Duracion_Anios;Baja
100287;1;1;44;26;137;6;1;317;306;32;2;26;1.225;8;13;1.90137;0
100288;1;3;11;26;14;11;1;342;400;135;2;26;0.965;12;13;1.90137;0
100289;1;3;11;26;14;11;1;339;397;32;1;34;1.4;12;15;1.90137;0
100290;1;4;91;26;248;14;1;366;343;10;1;24;0.36;11;8;1.4;1
100293;1;4;91;26;248;14;1;346;332;8;2;25;0.46;11;11;0.06301;1
100295;1;4;91;26;248;14;1;348;598;184;2;22;0.515;11;12;1.88219;0
100296;1;3;11;26;14;11;1;341;399;27;2;35;1.0925;12;13;1.87945;0
100298;1;13;62;26;187;10;1;563;409;90;1;40;2.24;4;16;1.87945;0
100299;1;13;62;26;187;10;1;565;410;10;2;29;0.51;4;10;1.87945;0
100301;8;4;91;26;248;14;1;357;348;91;1;41;1.55;11;15;0.31233;1
100302;1;4;91;26;248;14;1;347;335;8;1;29;0.46;11;11;0.10137;1
100303;1;4;91;26;248;14;1;347;335;4;2;25;0.75;11;12;1.68767;1
100304;1;4;91;26;248;14;1;365;337;32;2;31;1.26;11;14;1.39452;1
100305;1;6;13;26;6;13;1;431;385;184;1;28;0.5175;7;11;1.87123;0
100306;1;6;14;26;5;13;1;396;606;10;2;24;0.486;7;10;1.46027;1
100307;1;13;62;26;187;10;1;563;409;32;1;50;1.75;4;14;1.83836;0
100308;8;5;15;26;20;2;1;382;353;129;1;26;0.6;11;12;0.64932;1
100309;1;16;9;26;13;16;1;599;419;32;2;29;2.0375;3;14;1.84384;0
100321;1;6;13;26;6;13;1;419;375;24;1;43;2.1;7;16;0.0411;1
100322;1;14;90;26;249;8;1;582;374;37;1;43;3.8525;7;17;1.80274;0
100323;1;14;90;26;249;8;1;581;372;136;1;23;0.9675;7;12;1.8137;0
100324;1;6;14;26;5;13;1;434;602;183;1;25;0.48;7;10;1.8;0
100325;1;6;13;26;6;13;1;402;379;10;2;24;0.5;7;10;0.20274;1
100326;1;6;14;26;10;13;1;405;381;10;1;30;0.59;7;11;1.7863;0
100327;1;16;9;26;13;16;1;599;419;4;2;30;0.7;3;13;1.7863;0
100328;1;16;9;26;13;16;1;601;418;32;1;31;1.89;3;15;1.76712;0
100329;1;6;13;26;6;13;1;418;387;4;2;36;1.225;7;13;1.76164;0
100330;1;13;62;26;187;10;1;564;408;32;1;34;1.605;4;14;1.76164;0
100331;1;6;14;26;5;13;1;428;390;137;1;33;0.675;7;12;1.76164;0
100333;1;6;13;26;6;13;1;431;385;184;1;43;0.5175;7;11;1.75616;0
100335;1;1;34;26;136;6;1;299;296;4;2;30;1.3375;8;13;1.76712;0
100336;9;13;62;26;187;10;1;565;410;90;2;40;2.5;4;16;1.74247;0
100338;1;16;9;26;13;16;1;600;418;20;2;49;10;3;22;1.74795;0
100339;8;4;91;26;248;14;1;346;332;8;2;22;0.46;11;11;0.05205;1
100340;1;6;14;26;5;13;1;394;595;126;2;25;0.535;7;10;1.73699;0
100341;8;1;44;26;137;6;1;314;300;8;2;22;0.525;8;11;0.59726;1
100356;1;6;13;26;6;13;1;406;380;4;2;30;0.703;7;11;1.71781;0
100361;1;1;44;26;137;6;1;319;303;32;2;26;1.1775;8;13;1.72877;0
100362;1;4;91;26;248;14;1;374;341;145;1;39;0.75;11;12;0.07397;1
100363;1;4;91;26;248;14;1;370;340;32;1;36;1.1;11;14;0.70137;1
100364;1;1;44;26;137;6;1;316;300;59;2;38;6.27;8;18;1.71781;0
100365;1;4;91;26;248;14;1;369;336;32;1;35;1.3;11;14;1.70959;0
100366;1;13;63;26;186;10;1;558;413;30;1;30;0.945;4;12;1.70685;0
100367;1;9;60;26;173;9;1;474;351;52;2;29;2.025;11;13;1.03288;1
100368;1;6;13;26;6;13;1;419;374;24;1;37;2.14;7;16;1.48219;1
100369;1;6;13;26;6;13;1;448;385;183;1;46;0.53;7;11;1.69041;0
100370;1;6;13;26;6;13;1;402;379;10;1;22;0.6434;7;10;0.70685;1
100371;1;4;91;26;248;14;1;347;335;30;1;31;0.87;11;13;0.32877;1
100372;1;4;91;26;248;14;1;373;336;8;2;22;0.485;11;11;1.67123;0
100375;1;1;44;26;137;6;1;314;302;32;2;26;1.21;8;14;1.70959;0
100376;1;1;44;26;137;6;1;314;302;32;1;36;2.2575;8;14;1.70959;0
100377;1;4;91;26;248;14;1;352;336;4;1;35;0.6;11;12;1.67123;0
100378;1;3;11;26;14;11;1;341;399;34;1;38;1.7125;12;15;1.67123;0
100381;8;4;91;26;248;14;1;346;332;8;2;30;0.46;11;11;0.75342;1
100382;1;4;91;26;248;14;1;365;337;52;1;34;0.9;11;13;0.95068;1
100383;1;13;63;26;186;10;1;557;414;145;1;41;0.8575;4;12;1.63014;0
100384;1;6;13;26;6;13;1;432;603;4;1;33;0.67;7;11;1.6137;0
100385;1;4;91;26;248;14;1;374;341;145;1;46;0.75;11;12;0.68493;1
100386;1;6;14;26;5;13;1;433;385;183;1;41;0.4675;7;10;1.60822;0
100387;1;1;34;26;136;6;1;322;297;45;2;51;12.2775;8;21;1.59452;0
100388;1;6;13;26;6;13;1;426;385;184;1;27;0.505;7;11;1.59452;0
100389;1;6;14;26;5;13;1;434;602;4;2;26;0.5975;7;10;1.59452;0
100390;1;9;60;26;173;9;1;471;365;32;1;27;1.855;11;14;0.91781;1
100391;1;4;91;26;258;14;1;366;343;145;1;28;0.75;11;12;0.83014;1
100392;1;5;15;26;20;2;1;382;353;90;2;50;1.4;11;14;1.58904;0
100394;1;4;91;26;248;14;1;347;335;4;1;26;0.62;11;12;0.91233;1
100399;1;5;15;26;20;2;1;382;353;145;1;27;0.8575;11;13;1.55616;0
100402;1;6;13;26;6;13;1;400;380;4;2;31;0.703;7;11;1.55068;0
100403;1;6;13;26;6;13;1;447;634;4;1;27;0.7975;7;12;1.55068;0
100404;1;4;91;26;248;14;1;374;341;145;1;44;0.8025;11;13;1.00274;1
100405;1;6;13;26;6;13;1;422;386;30;1;53;1.815;7;15;1.55068;0
100406;8;13;63;26;186;10;1;559;406;10;2;31;0.4;4;10;0.71233;1
100407;1;5;15;26;20;2;1;382;353;145;1;27;0.8575;11;13;1.55068;0
100408;1;13;63;26;186;10;1;558;413;32;1;35;1.3925;4;14;1.55068;0
100411;11;6;13;26;6;13;1;426;385;145;2;30;0.71;7;12;1.53699;0
100414;1;9;60;26;173;9;1;469;362;51;1;40;0.42;11;10;1.52877;1
100416;1;1;44;26;137;6;1;314;302;30;2;33;1.02;8;13;1.55068;0
100417;1;5;15;26;20;2;1;379;358;4;1;26;0.665;11;12;1.52603;0
100418;1;4;91;26;258;14;1;366;590;145;1;26;0.8925;11;13;1.51781;0
100419;1;4;91;26;248;14;1;357;350;48;1;42;0.49;11;13;1.51781;0
100420;1;4;91;26;248;14;1;365;337;4;2;32;0.75;11;12;1.49863;0
100421;1;9;60;26;173;9;1;471;364;145;1;29;0.8575;11;13;0.86301;1
100422;1;6;13;26;6;13;1;435;594;90;1;43;2.6;7;16;1.51781;0
100425;1;4;91;26;248;14;1;355;333;59;1;39;3;11;18;0.44658;1
100426;1;6;14;26;10;13;1;427;629;4;1;32;1.1775;7;13;1.50685;0
100427;11;1;34;26;136;6;1;325;309;59;2;33;3.36;8;17;1.49863;0
100431;1;6;13;26;6;13;1;396;606;59;2;43;3.255;7;17;1.38904;1
100432;1;16;9;26;13;16;1;597;420;30;2;36;1.05;3;13;0.22192;1
100433;1;6;14;26;10;13;1;397;637;30;2;33;1.56;7;13;0.70685;1
100434;1;4;91;26;248;14;1;349;627;59;1;44;6.5625;11;18;1.47397;0
100435;1;10;56;26;160;5;1;478;367;145;2;26;0.8575;11;13;1.45753;0
100436;1;4;91;26;248;14;1;365;337;59;2;39;3;11;18;0.49315;1
100437;1;6;14;26;5;13;1;394;595;126;1;42;0.4825;7;10;1.45753;0
100438;1;6;13;26;6;13;1;442;385;4;1;26;1.07;7;13;1.45753;0
100440;8;4;91;26;258;14;1;366;343;145;1;38;0.75;11;12;0.10959;1
100441;1;4;91;26;248;14;1;357;349;48;2;37;0.465;11;13;0.39178;1
100442;1;1;34;26;136;6;1;330;301;32;2;27;1.1675;8;13;1.4411;0
100443;8;6;14;26;10;13;1;435;594;41;2;26;1;7;13;1.13151;1
100444;1;4;91;26;248;14;1;351;334;45;1;48;9.31;11;20;1.42192;0
100445;1;6;13;26;6;13;1;417;600;22;1;53;6.825;7;19;1.42192;0
100446;1;4;91;26;248;14;1;362;333;45;1;44;7;11;20;1.41644;0
100448;10;1;85;33;119;6;1;301;504;3;1;30;1.348;8;12;1.42192;0
100450;11;1;12;29;83;6;1;155;474;59;1;30;0.7825;8;12;1.42192;0
100451;1;4;91;26;248;14;1;364;347;10;2;27;0.4425;11;10;1.40274;0
100453;1;6;14;26;5;13;1;433;385;183;2;25;0.405;7;10;1.38356;0
100454;1;14;90;26;249;8;1;581;372;4;1;32;1.1;7;13;1.38356;0
100455;8;6;14;26;10;13;1;406;380;10;2;26;0.5;7;10;0.16712;1
100458;1;1;34;26;136;6;1;329;297;4;2;26;0.965;8;13;1.38356;0
100459;11;6;13;26;6;13;1;400;380;4;1;26;0.703;7;11;1.36438;0
100461;1;4;91;26;248;14;1;374;341;145;1;33;0.8;11;12;0.55342;1
100462;1;1;34;26;136;6;1;325;309;32;1;22;0.7;8;14;1.35616;0
100463;1;4;91;26;248;14;1;364;347;32;1;38;1.155;11;14;1.34247;0
100464;8;16;9;26;13;16;1;597;420;4;2;31;0.6;3;11;0.48219;1
100465;8;16;9;26;13;16;1;601;418;90;1;43;4.08;3;16;0.9589;1
100466;1;16;9;26;13;16;1;601;418;90;2;31;3;3;16;1.29041;1
100467;1;6;14;26;10;13;1;427;629;4;1;27;1.3925;7;13;1.32603;0
100468;9;1;34;26;136;6;1;305;295;59;1;35;9.2525;8;19;1.34247;0
100469;1;1;34;26;136;6;1;309;297;90;2;44;2.85;8;16;1.32603;0
100470;1;13;63;26;186;10;1;560;412;10;1;37;0.51;4;10;1.32603;0
100471;1;4;91;26;248;14;1;366;343;4;1;28;0.59;11;12;0.98356;1
100472;1;6;13;26;6;13;1;408;384;4;1;28;0.703;7;10;1.32603;0
100473;8;1;34;26;136;6;1;325;309;32;2;35;1.4;8;13;0.08219;1
100474;1;4;91;26;248;14;1;369;336;39;1;43;2.14;11;16;1.32329;0
100478;11;16;9;26;13;16;1;600;418;59;1;35;7.7;3;19;1.32055;0
100479;1;4;91;26;248;14;1;352;336;4;2;29;0.7475;11;12;0.63014;1
100480;1;4;91;26;248;14;1;350;345;59;1;41;4.2;11;18;1.30137;0
100482;1;6;14;26;5;13;1;436;635;134;1;29;2.055;7;14;1.29863;0
100483;1;10;56;26;160;5;1;476;368;145;2;29;0.8;11;13;1.29863;0
100484;1;6;13;26;6;13;1;408;384;4;2;26;0.703;7;10;1.29863;0
100485;1;13;62;26;187;10;1;568;642;1;2;34;1.56;4;15;1.29863;0
100486;1;1;34;26;136;6;1;309;297;90;1;37;2.5;8;16;1.29863;0
100487;1;1;34;26;136;6;1;309;297;90;1;27;2.5;8;16;1;1
100488;1;13;62;26;187;10;1;570;643;59;2;44;7.455;4;17;1.28767;0
100489;1;6;13;26;6;13;1;411;380;10;1;25;1.1;7;10;0.15616;1
100490;1;16;9;26;13;16;1;601;418;4;1;28;1;3;13;1.28767;0
100491;8;3;11;26;14;11;1;339;397;93;2;48;8.1;12;18;0.92603;1
100492;1;6;14;26;5;13;1;435;594;90;2;39;1.8;7;15;1.26849;0
100493;1;4;91;26;248;14;1;352;336;8;2;24;0.46;11;11;1.26575;0
100494;1;13;62;26;187;10;1;565;410;10;1;26;0.51;4;10;1.26849;0
100495;1;1;34;26;136;6;1;329;297;32;2;24;1.1;8;13;1.26849;0
100496;1;13;62;26;187;10;1;563;409;90;1;34;2.21;4;16;1.25753;0
100497;1;4;91;26;248;14;1;351;334;59;2;44;4;11;17;1.24932;0
100499;1;1;34;26;136;6;1;291;460;33;2;29;1.05;8;13;1.24932;0
100500;1;1;33;33;108;6;1;299;296;56;2;41;6.975;8;18;1.27671;0
100501;1;3;11;26;14;11;1;342;400;135;1;31;1;12;13;1.24658;0
100502;8;4;91;26;248;14;1;365;337;8;1;30;0.5;11;11;0.19178;1
100503;1;4;91;26;248;14;1;351;334;59;1;41;6.09;11;19;1.23014;0
100504;1;4;91;26;248;14;1;364;347;10;2;34;0.43;11;10;1.23014;0
100505;1;4;91;26;248;14;1;362;333;4;1;24;0.75;11;12;1.24658;0
100513;1;1;34;25;136;6;1;291;517;30;1;31;6;8;18;1.23014;0
100514;1;10;56;26;160;5;1;477;366;145;1;28;0.8;11;12;0.20274;1
100515;1;4;91;26;248;14;1;366;343;4;1;26;0.59;11;12;0.95342;1
100516;1;4;91;26;258;14;1;366;343;145;1;42;0.72;11;13;1.03562;1
100517;1;4;91;26;248;14;1;369;336;4;1;38;0.6;11;12;1.21096;0
100518;1;4;91;26;248;14;1;365;337;4;1;34;0.6;11;12;0.44932;1
100519;1;13;62;26;187;10;1;565;410;4;2;40;0.945;4;13;1.20822;0
100520;1;6;13;26;6;13;1;423;388;4;1;37;0.8;7;12;1.21096;0
100521;1;6;14;26;5;13;1;427;629;4;1;28;1.3;7;13;1.20548;0
100522;1;6;14;26;5;13;1;438;631;134;1;30;1.45;7;14;1.20548;0
100524;11;1;10;29;125;6;1;264;610;59;1;38;0.7825;8;12;1.21096;0
100525;1;16;9;26;13;16;1;597;420;4;2;29;0.6;3;11;0.47397;1
100526;1;4;91;26;248;14;1;365;337;32;2;31;2.155;11;14;0.68219;1
100530;1;1;44;26;137;6;1;314;300;4;2;29;1;8;13;1.21096;0
100531;1;5;15;26;20;2;1;379;359;145;1;29;0.8;11;12;1.1863;0
100532;8;6;14;26;5;13;1;431;385;184;1;37;0.94;7;11;0.05479;1
100533;1;6;13;26;6;13;1;431;385;184;1;32;0.47;7;11;0.26301;1
100534;1;1;44;26;137;6;1;316;300;32;2;34;1.35;8;13;1.18082;0
100535;1;6;14;26;10;13;1;406;380;10;2;23;0.55;7;11;1.1726;0
100536;11;1;34;26;136;6;1;329;297;4;2;23;0.975;8;12;1.20548;0
100537;1;4;91;26;248;14;1;362;333;90;2;33;1.7;11;15;1.1726;0
100543;1;4;91;26;248;14;1;353;339;59;1;44;3.5;11;17;1.15342;0
100546;1;5;15;26;20;2;1;376;356;129;1;31;0.6;11;11;1.02192;1
100547;1;4;91;26;248;14;1;352;336;8;1;27;0.46;11;11;1.15068;0
100548;8;4;91;26;248;14;1;351;334;17;1;30;1.2;11;14;0.76986;1
100550;1;16;9;26;13;16;1;598;420;84;1;36;2.75;3;16;1.15342;0
100559;1;9;60;26;173;9;1;471;364;145;2;33;0.8;11;12;1.15342;0
100560;1;3;11;26;14;11;1;341;399;47;1;31;0.95;12;13;1.15068;0
100561;1;4;91;26;248;14;1;365;337;52;2;32;1.05;11;13;0.72603;1
100562;8;13;62;26;187;10;1;569;407;52;1;34;1.85;4;15;0.81096;1
100563;1;4;91;26;248;14;1;372;342;142;2;34;0.42;11;10;1.14247;0
100564;1;6;13;26;6;13;1;400;380;4;2;28;0.703;7;11;1.12877;0
100565;1;1;44;26;137;6;1;314;302;32;2;30;1.3;8;14;1.15342;0
100566;1;6;14;26;5;13;1;400;380;10;1;28;0.55;7;11;1.12877;0
100567;1;13;62;26;187;10;1;563;409;1;1;31;1.25;4;14;1.12877;0
100568;1;4;91;26;248;14;1;358;336;32;2;34;1.15;11;14;1.14795;0
100569;1;13;63;26;186;10;1;558;413;30;1;33;0.945;4;12;1.12877;0
100570;1;4;91;26;248;14;1;352;336;4;2;34;0.7;11;12;0.95342;1
100571;1;4;91;26;248;14;1;350;345;93;2;42;2.65;11;16;1.12877;0
100572;1;6;13;26;6;13;1;400;380;10;1;25;0.55;7;11;1.11507;0
100573;1;14;90;26;249;8;1;581;372;4;1;24;1;7;13;1.11507;0
100574;1;6;13;26;6;13;1;426;385;184;1;27;0.47;7;11;1.11507;0
100575;1;4;91;26;248;14;1;357;349;48;2;44;0.465;11;13;0.60548;1
100576;11;1;34;26;136;6;1;325;309;4;2;23;0.6;8;10;1.14521;0
100577;1;13;63;26;186;10;1;558;413;30;2;30;0.945;4;12;1.10959;0
100578;8;6;14;26;5;13;1;412;384;10;1;27;0.55;7;10;0.5863;1
100579;1;4;91;26;248;14;1;350;345;93;2;34;2.65;11;16;1.09315;0
100580;1;4;91;26;248;14;1;352;336;4;2;31;0.75;11;12;1.09589;0
100581;8;4;91;26;248;14;1;348;598;184;2;31;0.55;11;10;0.05479;1
100582;8;4;91;26;248;14;1;350;345;137;2;27;1.25;11;14;0.56164;1
100583;1;16;9;26;13;16;1;598;420;4;2;25;0.6;3;11;1.09589;0
100584;8;4;91;26;248;14;1;354;357;52;1;29;0.95;11;13;0.1726;1
100585;1;4;91;26;248;14;1;357;350;90;1;45;2;11;16;1.09315;0
100587;1;1;34;26;136;6;1;325;309;32;1;30;1.4;8;14;1.06849;0
100588;1;4;91;26;248;14;1;374;341;142;1;37;0.42;11;10;1.07671;0
100592;1;4;91;26;248;14;1;357;350;48;1;46;0.465;11;13;1.05753;0
100593;1;6;13;26;6;13;1;416;375;59;1;42;3.3;7;17;1.06849;0
100594;8;6;14;26;10;13;1;402;379;10;2;25;0.55;7;10;0.12603;1
100595;1;6;14;26;5;13;1;414;384;10;1;27;0.55;7;10;1.04932;0
100596;1;5;15;26;20;2;1;382;353;90;1;47;1.6;11;15;1.04932;0
100597;10;1;34;26;136;6;1;325;310;32;2;25;1.3;8;14;1;0
100598;1;13;63;26;186;10;1;560;412;129;1;22;0.705;4;12;1.04932;0
100599;1;1;35;33;27;6;1;292;498;185;2;28;0.925;8;12;1.04932;0
100600;1;1;36;33;84;6;1;297;617;185;2;27;0.925;8;12;1.04932;0
100601;8;1;34;33;35;6;1;291;460;185;1;24;0.925;8;12;0.21096;1
100602;1;1;44;33;44;6;1;292;498;185;2;23;0.925;8;12;1.04932;0
100603;1;1;30;33;55;6;1;297;617;185;1;26;0.925;8;12;1.04932;0
100604;1;4;91;26;248;14;1;360;346;59;2;48;2.65;11;17;0.94795;1
100605;1;3;11;26;14;11;1;342;400;130;2;27;0.9;12;13;1.04932;0
100606;1;16;8;26;12;16;1;594;424;90;2;29;1.7;3;15;1.05479;0
100607;1;1;49;33;129;6;1;291;460;185;2;28;0.925;8;12;0.19452;1
100608;1;1;45;33;98;6;1;291;460;185;2;25;0.925;8;12;1.03288;0
100609;1;1;27;33;94;6;1;297;617;185;1;27;0.925;8;12;1.03288;0
100610;1;6;13;26;6;13;1;450;641;59;1;39;3;7;17;1.03288;0
100611;1;6;14;26;10;13;1;430;630;4;2;31;1;7;13;1.03288;0
100615;1;4;91;26;248;14;1;348;598;184;2;28;0.5;11;12;0.90685;1
100616;8;16;9;26;13;16;1;597;420;4;2;35;0.6;3;11;0.13699;1
100617;1;6;13;26;6;13;1;452;600;59;1;45;3;7;17;1.01096;0
100619;1;6;13;26;6;13;1;406;380;10;1;24;0.55;7;11;1.00822;0
100621;1;16;9;26;13;16;1;597;399;27;2;25;0.8;3;12;0.65753;1
100622;1;16;8;26;12;16;1;595;615;4;2;32;1;3;13;0.99178;0
100624;1;4;91;26;248;14;1;371;340;145;1;37;0.8;11;12;0.4274;1
100625;1;5;15;26;20;2;1;380;355;145;1;43;0.8;11;12;0.50959;1
100627;1;1;34;26;136;6;1;311;296;59;1;45;4.5;8;18;0.96164;0
100628;1;1;31;33;43;6;1;291;460;185;1;28;0.925;8;12;0.96164;0
100630;1;6;14;26;5;13;1;431;385;184;1;32;0.47;7;11;0.96438;0
100631;1;6;13;26;6;13;1;448;385;183;1;36;0.55;7;11;0.8411;1
100632;1;6;14;26;5;13;1;394;595;126;1;35;0.45;7;10;0.96438;0
100633;1;6;14;26;10;13;1;402;379;10;2;30;0.55;7;11;0.96164;0
100634;1;6;14;26;5;13;1;394;595;11;2;22;0.37;7;9;0.20274;1
100635;11;4;91;26;248;14;1;358;336;52;1;41;1.5;11;15;0.96164;0
100636;1;4;91;26;248;14;1;364;347;10;2;40;0.43;11;10;0.95342;0
100637;1;4;91;26;248;14;1;365;337;4;1;32;0.6;11;12;0.40274;1
100638;1;4;91;26;248;14;1;357;349;48;1;37;0.465;11;13;0.65479;1
100639;1;16;9;26;13;16;1;597;420;52;2;32;2.5;3;16;0.70137;1
100640;1;16;9;26;13;16;1;597;420;32;2;30;1.2;3;13;0.9589;0
100641;1;6;13;7;8;13;1;439;393;145;2;26;0.52;7;11;0.94247;0
100642;1;6;13;7;8;13;1;439;393;145;1;38;0.52;7;11;0.94247;0
100643;1;4;91;26;248;14;1;355;336;52;1;31;0.8;11;13;0.96164;0
100644;1;6;14;26;5;13;1;394;595;11;2;22;0.37;7;9;0.67671;1
100645;1;6;13;26;6;13;1;448;385;183;1;35;0.55;7;11;0.93425;0
100647;1;16;9;26;13;16;1;597;420;4;2;29;0.6;3;11;0.45479;1
100648;1;5;15;26;20;2;1;377;353;4;1;34;0.6;11;12;0.64658;1
100649;1;6;13;26;6;13;1;424;392;4;1;23;0.725;7;11;0.40274;1
100650;1;6;14;26;5;13;1;427;629;4;1;26;1.3;7;13;0.93425;0
100654;1;1;34;26;136;6;1;313;607;131;1;22;0.367;8;10;0.93699;0
100655;1;13;62;26;187;10;1;570;643;32;2;29;1.25;4;14;0.92329;0
100656;1;6;13;26;6;13;1;431;385;184;1;34;0.47;7;11;0.89315;0
100657;8;6;13;26;6;13;1;431;385;184;1;39;0.47;7;11;0.17534;1
100658;1;6;13;26;6;13;1;431;385;184;1;31;0.47;7;11;0.89315;0
100659;11;1;7;29;62;6;1;97;480;59;1;29;0.895;8;12;0.92329;0
100660;10;1;34;26;136;6;1;299;296;56;1;29;4.2;8;18;0.92329;0
100661;1;6;13;26;6;13;1;431;385;184;1;43;0.47;7;11;0.87945;0
100662;1;6;13;26;6;13;1;424;392;90;1;28;1.7;7;15;0.87945;0
100664;8;4;91;26;248;14;1;346;332;8;2;28;0.46;11;11;0.18082;1
100665;1;4;91;26;248;14;1;371;340;10;2;21;0.36;11;8;0.87945;0
100666;1;6;14;26;5;13;1;396;606;10;2;24;0.48;7;10;0.33425;1
100667;1;4;91;26;248;14;1;366;343;32;1;38;1.3;11;14;0.87945;0
100668;1;6;14;26;5;13;1;446;601;59;1;37;3.3;7;17;0.87945;0
100669;1;14;90;26;249;8;1;582;374;137;2;32;2;7;15;0.87945;0
100670;1;6;14;26;10;13;1;397;637;4;2;26;0.703;7;12;0.87945;0
100671;1;6;13;26;6;13;1;431;385;184;1;33;0.47;7;11;0.86575;0
100672;8;4;91;26;248;14;1;371;340;145;1;42;0.8;11;10;0.31507;1
100673;1;4;91;26;248;14;1;365;337;59;2;46;3;11;18;0.86575;0
100674;8;6;13;26;6;13;1;431;385;184;1;29;0.47;7;11;0.35616;1
100675;8;16;8;26;12;16;1;594;424;4;2;26;0.65;3;12;0.23014;1
100676;1;16;9;26;13;16;1;597;420;4;2;33;0.6;3;11;0.37534;1
100677;1;14;90;26;249;8;1;582;374;137;1;46;2.4;7;16;0.87945;0
100678;1;6;13;26;6;13;1;416;375;10;1;25;0.48;7;9;0.87397;0
100680;1;13;62;26;187;10;1;572;626;32;2;34;1.5;4;14;0.84658;0
100681;1;5;15;26;20;2;1;377;353;129;1;38;1;11;13;0.84658;0
100682;1;6;13;26;6;13;1;431;385;184;1;45;0.47;7;11;0.84384;0
100683;1;3;11;26;14;11;1;344;402;129;1;30;0.95;12;13;0.84658;0
100685;1;1;34;25;35;6;1;299;296;56;2;32;4.755;8;16;0.84658;0
100686;1;1;34;26;136;6;1;330;301;59;2;43;5;8;17;0.80274;0
100687;1;6;13;26;6;13;1;431;385;184;1;28;0.47;7;11;0.8411;0
100688;1;6;13;26;6;13;1;431;385;184;1;27;0.47;7;11;0.8411;0
100689;8;6;14;26;10;13;1;402;379;10;2;26;0.55;7;10;0.12055;1
100690;1;6;14;26;10;13;1;430;630;4;1;24;1;7;13;0.82466;0
100691;1;6;13;26;6;13;1;448;385;183;1;29;0.5;7;11;0.82466;0
100692;11;5;15;26;20;2;1;377;355;90;1;29;1.6;11;15;0.8274;0
100693;1;5;15;26;20;2;1;377;355;90;1;38;1.6;11;15;0.65205;1
100694;1;1;34;26;136;6;1;322;297;59;1;35;3.5;8;18;0.91507;0
100695;1;3;11;26;14;11;1;338;396;84;2;40;1.6;12;15;0.80822;0
100696;1;16;9;26;13;16;1;598;420;90;2;38;1.6;3;15;0.80822;0
100697;1;6;14;26;5;13;1;433;385;183;2;32;0.435;7;10;0.82466;0
100698;1;3;11;26;14;11;1;341;399;27;2;27;0.9;12;13;0.38082;1
100699;1;3;11;26;14;11;1;341;399;47;2;28;1.05;12;13;0.80822;0
100700;9;16;8;26;12;16;1;595;615;4;2;43;1.2;3;13;0.80274;0
100701;1;13;63;26;186;10;1;558;413;30;1;41;0.7;4;11;0.80274;0
100702;8;16;9;26;13;16;1;600;418;185;1;28;1;3;12;0.75616;1
100703;1;4;91;26;248;14;1;366;343;93;1;47;2.65;11;17;0.80274;0
100704;1;6;13;26;6;13;1;435;594;91;2;30;2;7;15;0.80274;0
100705;1;6;13;26;6;13;1;435;594;91;1;34;2;7;15;0.54521;1
100707;1;13;62;26;187;10;1;564;408;32;2;30;1.42;4;14;0.78904;0
100708;8;16;9;26;13;16;1;597;420;4;2;39;0.6;3;11;0.19452;1
100709;1;4;91;26;248;14;1;367;596;145;1;28;0.8;11;14;0.78904;0
100710;1;4;91;26;248;14;1;366;343;32;1;32;1.3;11;14;0.78904;0
100711;1;4;91;26;248;14;1;365;337;4;2;31;0.75;11;12;0.78904;0
100712;1;1;44;26;137;6;1;314;302;30;1;30;1.02;8;13;0.77808;0
100713;1;6;14;26;10;13;1;402;379;4;1;31;0.703;7;12;0.76986;0
100714;1;4;91;26;248;14;1;357;350;48;1;50;0.465;11;13;0.76986;0
100715;1;4;91;26;248;14;1;374;341;145;1;31;0.8;11;13;0.76986;0
100716;1;6;13;26;6;13;1;426;385;184;1;22;0.47;7;11;0.76986;0
100717;8;6;14;26;5;13;1;433;385;183;1;47;0.435;7;10;0.05205;1
100718;1;13;63;26;186;10;1;573;611;84;1;36;2.395;4;15;0.76986;0
100719;1;1;44;26;137;6;1;316;300;32;1;40;1.55;8;14;0.75068;0
100720;10;16;9;26;13;16;1;598;420;10;1;31;0.48;3;10;0.76164;0
100721;1;4;91;26;248;14;1;355;333;59;2;54;5;11;18;0.12603;1
100722;8;6;14;26;10;13;1;439;378;90;1;36;1.7;7;15;0.12603;1
100723;1;6;14;26;5;13;1;433;385;183;1;34;0.435;7;10;0.76164;0
100724;1;6;13;26;6;13;1;402;379;10;1;26;0.55;7;11;0.75068;0
100725;1;6;14;26;10;13;1;405;381;4;1;31;0.703;7;12;0.53425;1
100726;1;6;13;26;6;13;1;431;385;184;1;47;0.47;7;11;0.75068;0
100727;1;6;14;26;10;13;1;430;601;4;1;23;1;7;13;0.75068;0
100728;1;3;11;26;14;11;1;344;402;4;2;25;0.75;12;12;0.53425;1
100729;1;16;9;26;13;16;1;598;420;4;1;26;0.6;3;11;0.75068;0
100730;1;16;9;26;13;16;1;598;420;4;2;27;0.6;3;11;0.74795;0
100731;1;6;13;26;6;13;1;426;385;184;1;23;0.47;7;11;0.73151;0
100732;1;6;13;26;6;13;1;426;385;184;1;24;0.47;7;11;0.73151;0
