Codigo_Colaborador;Codigo_Medida;Codigo_Sociedad;Codigo_Division_Personal;Codigo_Area_Personal;Codigo_SubDiv;Codigo_Nomina;Codigo_Relacion_Laboral;Codigo_Centro_Costo;Codigo_Estructura_Organizativa;Codigo_Posicion;Sexo;Edad_Empleado;Salario_Q_Normalizado;Codigo_Empresa;Grado_Hay_Limpio;Duracion_Anios;Baja
22238;11;1;49;29;129;6;1;274;623;59;2;28;0.7825;8;12;9.43562;0
22271;1;6;13;26;6;13;1;448;385;145;1;42;1.06;7;12;9.4;0
22277;1;4;91;26;248;14;1;357;348;91;1;41;1.75;11;15;8.18356;1
22278;1;1;59;36;124;6;1;261;609;59;1;26;0.772;8;12;9.06301;1
22353;10;1;35;36;27;6;1;9;518;59;1;26;0.772;8;12;9.36164;0
22369;1;13;62;26;187;10;1;561;403;45;1;50;21.8;4;22;9.38082;0
22372;11;1;18;29;130;6;1;277;639;59;1;28;0.7825;8;12;8.71233;1
22385;11;1;33;33;45;6;1;303;448;185;2;27;0.6015;8;11;9.28767;1
22410;1;1;92;36;57;6;1;84;431;59;1;27;0.7;8;12;7.2137;1
22433;11;1;29;15;28;6;1;12;494;59;2;29;0.705;8;11;9.30411;0
22464;1;6;13;26;6;13;1;400;380;32;2;34;1.655;7;13;9.28493;0
22466;1;5;15;26;20;2;1;379;358;86;1;40;0.4275;11;10;9.30137;0
22481;1;1;12;15;83;6;1;155;474;59;1;29;0.66;8;11;8.08767;1
22492;11;1;43;29;69;6;1;115;463;59;1;29;1.697;8;12;9.26301;0
22523;1;1;34;26;136;6;1;299;296;56;1;41;4.015;8;17;9.20822;0
22533;11;1;10;36;70;6;1;119;514;59;1;28;0.735;8;12;9.22192;0
22542;1;6;13;7;8;13;1;439;593;145;1;27;0.7175;7;11;9.22192;0
22559;1;1;84;15;118;6;1;250;481;59;1;28;1.4235;8;11;9.22192;0
22561;10;1;10;15;125;6;1;264;610;59;2;28;0.655;8;11;7.34247;1
22567;1;1;85;15;119;6;1;253;504;59;1;28;0.585;8;11;8.25753;1
22574;1;1;49;29;129;6;1;274;623;59;1;29;0.786;8;12;9.16986;1
22596;10;1;47;15;63;6;1;101;454;59;2;27;0.6229;8;11;9.21918;0
22630;1;1;7;15;62;6;1;97;480;59;1;29;0.693;8;11;9.14795;1
22635;1;6;13;26;6;13;1;403;383;32;1;33;1.3375;7;13;9.20548;0
22636;1;4;91;26;248;14;1;347;335;30;2;27;0.835;11;13;9.20274;0
22685;11;1;16;15;40;6;1;42;427;59;2;28;0.705;8;11;9.17808;0
22694;11;1;37;29;87;6;1;167;442;59;1;27;0.7825;8;12;9.18082;0
22695;10;1;18;17;130;6;1;277;639;59;2;29;1.349;8;11;8.41918;1
22699;11;1;41;15;42;6;1;46;485;59;1;27;0.66;8;11;8.21644;1
22701;10;1;36;15;107;6;1;223;458;59;2;28;0.6229;8;11;9.18082;0
22722;10;1;41;16;91;6;1;179;471;59;2;28;0.915;8;12;8.25479;1
22730;10;1;88;29;81;6;1;152;432;59;1;26;0.882;8;12;9.17808;0
22743;1;1;18;29;130;6;1;277;639;59;1;28;0.74;8;12;9.17808;0
22752;1;6;13;26;6;13;1;433;385;184;1;28;0.545;7;10;9.18082;0
22753;1;6;14;26;10;13;1;409;381;10;1;25;0.55;7;10;7.04384;1
22781;11;1;10;15;127;6;1;270;620;59;1;27;1.328;8;11;9.16164;0
22796;11;1;38;36;54;6;1;76;441;59;2;27;0.895;8;12;9.1589;0
22845;1;1;36;15;32;6;1;24;536;59;1;28;0.59;8;11;7.36986;1
22848;1;1;10;15;125;6;1;264;610;59;1;28;1.437;8;11;9.13151;0
22852;1;1;32;16;36;6;1;35;525;59;2;26;0.925;8;12;7.62192;1
22871;11;13;62;26;187;10;0;564;51;4;2;38;3.125;4;15;9.13151;0
22881;10;1;44;15;90;6;1;176;513;59;2;27;0.693;8;11;9.13151;0
22892;1;1;35;29;41;6;1;44;523;59;1;25;0.786;8;12;9;1
22938;1;1;33;29;108;6;1;226;444;59;1;27;0.735;8;12;9.12603;0
22957;1;6;14;26;10;13;1;402;379;10;2;32;0.52;7;10;7.30411;1
22974;1;1;34;26;136;6;1;310;297;52;1;27;0.76;8;11;9.12055;0
23001;1;5;15;26;20;2;1;382;352;59;1;47;4.3;11;18;7.75068;1
23006;1;6;14;26;10;13;1;401;391;4;1;28;0.63;7;12;9.09315;0
23017;1;1;47;15;53;6;1;72;436;59;2;25;0.614;8;11;9.03562;1
23052;1;1;34;25;136;6;1;297;499;30;1;40;2.8;8;16;9.07397;0
23094;11;1;35;15;76;6;1;137;521;59;2;27;0.705;8;11;9.0411;0
23108;10;1;47;15;80;6;1;149;453;59;1;26;0.735;8;11;8.2411;1
23132;1;6;13;26;6;13;1;420;385;184;1;34;0.765;7;12;9.01096;0
23181;1;4;91;26;258;14;1;366;343;145;1;37;0.75;11;12;6.90959;1
23186;1;1;34;26;136;6;1;290;425;59;1;41;7.475;8;19;8.9589;0
23196;1;6;14;26;10;13;1;406;380;4;1;33;0.815;7;12;8.9589;0
23197;1;6;14;26;10;13;1;402;379;4;2;34;0.775;7;12;8.9589;0
23201;1;10;56;26;160;5;1;478;367;145;1;34;0.45;11;12;6.8411;1
23231;10;1;92;15;57;6;1;84;431;59;1;27;0.585;8;11;8.88219;0
23234;1;4;91;26;248;14;1;355;333;59;1;31;4;11;18;7.62466;1
23262;1;1;42;15;72;6;1;124;490;59;2;27;0.63;8;11;7.05205;1
23281;10;1;44;15;90;6;1;176;513;59;1;25;0.705;8;11;8.86849;0
23289;10;1;30;36;55;6;1;78;472;59;2;25;0.992;8;13;8.81644;1
23306;1;1;44;17;89;6;1;172;516;59;1;27;1.345;8;14;8.81918;1
23329;1;4;91;26;248;14;1;372;342;142;2;45;0.4425;11;10;8.82466;0
23339;11;6;13;26;6;13;1;432;603;32;1;42;1.15;7;13;8.85753;0
23342;1;1;85;17;119;6;1;253;504;59;2;27;1.125;8;13;8.84384;0
23348;11;1;110;15;128;6;1;271;622;59;1;25;0.585;8;11;7.87945;1
23370;1;1;35;17;38;6;1;40;522;59;2;27;1.125;8;13;8.79178;1
23396;10;1;31;15;43;6;1;48;487;59;1;26;0.67;8;11;8.83562;0
23413;10;1;29;15;28;6;1;12;494;59;2;27;0.614;8;11;8.83288;0
23414;1;1;29;15;28;6;1;12;494;59;1;26;0.693;8;11;8.74247;1
23436;1;13;63;26;186;10;1;556;411;30;1;31;0.9025;4;13;8.84384;0
23442;10;1;44;15;79;6;1;146;526;59;1;27;0.693;8;11;8.81644;0
23467;11;1;35;36;65;6;1;104;519;59;2;27;0.7825;8;12;8.8;0
23480;1;1;32;15;88;6;1;169;532;59;2;27;0.59;8;11;7.49863;1
23490;9;6;13;26;6;13;1;418;387;32;1;33;1.82;7;14;8.23562;1
23499;1;1;36;15;84;6;1;158;457;59;1;28;0.66;8;11;7.64932;1
23501;10;1;41;29;95;6;1;189;482;59;2;27;0.772;8;12;8.78082;0
23512;11;1;41;16;91;6;1;179;471;59;2;28;0.895;8;12;8.77808;0
23513;1;6;13;26;6;13;1;410;379;4;2;30;0.703;7;10;8.77808;0
23524;10;1;35;16;27;6;1;9;518;59;1;28;0.84;8;12;8.76438;1
23548;10;1;44;36;79;6;1;146;526;59;2;24;0.84;8;12;8.75616;0
23559;10;1;12;16;82;6;1;154;475;59;1;30;1.482;8;12;8.70959;0
23566;10;1;27;15;94;6;1;186;488;59;1;26;0.66;8;11;7.90685;1
23585;10;1;29;29;28;6;1;12;494;59;1;27;0.91;8;12;8.70959;0
23629;11;1;40;36;100;6;1;203;469;59;1;28;0.7825;8;12;8.68493;0
23630;1;6;13;26;6;13;1;400;380;10;1;24;0.49;7;10;7.13425;1
23643;11;1;43;29;49;6;1;63;462;59;1;28;0.7825;8;12;8.68219;0
23660;11;1;85;36;51;6;1;68;507;59;2;27;0.7825;8;12;8.65753;0
23662;11;1;46;36;97;6;1;195;439;59;2;27;0.895;8;12;8.65753;0
23663;1;1;88;15;81;6;1;152;432;59;1;28;0.59;8;11;7.3589;1
23699;1;1;32;15;30;6;1;17;527;59;2;27;0.705;8;11;8.64384;0
23723;1;1;44;26;137;6;1;316;300;8;2;24;0.6;8;11;8.6274;0
23742;1;6;14;26;5;13;1;387;618;145;1;27;0.52;7;11;6.9863;1
23820;10;1;112;15;120;6;1;254;477;59;1;29;0.6229;8;11;8.59178;0
23885;1;1;47;16;80;6;1;149;453;59;1;26;0.7825;8;12;8.56712;0
23943;1;1;35;15;65;6;1;104;519;59;1;28;1.328;8;11;8.54521;0
23968;1;1;58;16;135;6;1;287;653;59;1;27;0.7825;8;12;8.53151;0
23984;10;1;49;15;129;6;1;274;623;59;2;27;0.614;8;11;8.52603;0
23992;10;1;17;15;78;6;1;144;429;59;1;24;0.705;8;11;8.49863;0
23996;1;1;47;15;71;6;1;122;455;59;2;25;0.745;8;11;6.63288;1
23997;1;1;35;15;64;6;1;102;520;59;2;26;1.18;8;11;7.16712;1
24038;10;1;32;15;58;6;1;86;533;59;2;25;0.66;8;11;8.50411;0
24077;11;1;36;36;29;6;1;15;434;59;2;27;0.7825;8;12;8.47123;0
24120;1;4;91;26;248;14;1;362;333;4;1;29;0.75;11;12;8.45479;0
24168;10;1;32;15;88;6;1;169;532;59;1;27;0.56;8;11;6.46849;1
24174;10;1;16;29;103;6;1;212;430;59;1;25;0.792;8;12;8.43014;0
24190;1;1;44;15;92;6;1;181;530;59;2;25;0.745;8;11;6.58904;1
24199;10;1;16;15;103;6;1;212;430;59;2;27;0.6229;8;11;8.41918;0
24203;1;14;90;26;249;8;1;582;374;137;1;36;1.8;7;14;8.41644;0
24226;1;1;41;29;91;6;1;179;471;59;2;24;0.777;8;12;7.84658;1
24279;1;1;16;33;103;6;1;302;430;185;2;26;0.6015;8;11;8.36986;1
24282;10;1;44;15;90;6;1;176;513;59;1;25;0.693;8;11;8.31781;1
24305;10;1;32;29;88;6;1;169;532;59;2;26;0.84;8;12;8.32055;1
24323;10;1;16;15;103;6;1;212;430;59;2;26;0.59;8;11;6.65479;1
24337;10;1;43;36;69;6;1;115;463;59;1;27;0.899;8;12;8.35616;0
24361;10;1;36;15;32;6;1;24;536;59;2;26;0.705;8;11;8.34795;0
24382;10;1;35;15;38;6;1;40;522;59;1;25;0.66;8;11;8.33973;0
24396;10;1;16;15;103;6;1;212;430;59;1;26;1.328;8;11;8.33425;0
24401;10;1;17;15;78;6;1;144;429;59;1;27;0.56;8;11;6.41096;1
24432;11;1;44;15;117;6;1;247;616;59;1;26;0.6229;8;11;8.33425;0
24446;1;1;44;15;104;6;1;214;529;59;2;27;0.693;8;11;8.32055;0
24449;1;1;12;15;82;6;1;154;475;59;1;25;0.56;8;11;6.44658;1
24478;10;1;26;29;33;6;1;27;493;59;1;27;0.777;8;12;8.25205;1
24499;10;1;26;15;112;6;1;236;497;59;2;26;0.717;8;11;8.30137;0
24527;11;1;33;15;26;6;1;6;452;59;1;25;0.6229;8;11;8.29315;0
24543;10;1;26;36;39;6;1;41;496;59;2;24;0.7825;8;12;8.27397;0
24579;11;1;44;16;92;6;1;181;530;59;1;27;0.895;8;12;8.26301;0
24601;1;1;32;15;88;6;1;169;532;59;2;25;0.66;8;11;6.94247;1
24622;1;1;32;29;30;6;1;17;527;59;1;26;0.786;8;12;8.23836;0
24642;10;1;36;15;47;6;1;57;535;59;2;26;0.59;8;11;6.8411;1
24644;1;1;36;15;107;6;1;223;458;59;1;26;0.705;8;11;8.18082;1
24700;10;1;32;36;88;6;1;169;532;59;2;27;0.772;8;12;8.20274;0
24717;10;1;34;29;105;6;1;217;451;59;1;26;0.7825;8;12;8.2;0
24730;1;1;41;16;42;6;1;46;485;59;2;24;0.895;8;12;8.19726;0
24742;10;1;45;15;98;6;1;198;464;59;2;26;0.705;8;11;8.13425;1
24751;10;1;44;15;89;6;1;172;516;59;1;25;0.735;8;11;6.71507;1
24756;1;1;7;15;62;6;1;97;480;59;2;26;0.56;8;11;6.22192;1
24840;9;1;48;15;99;6;1;201;438;59;2;24;0.705;8;11;8.14521;0
24851;1;1;84;16;118;6;1;250;481;59;1;25;1.793;8;12;8.14521;0
24883;10;1;42;15;133;6;1;284;649;59;1;24;0.693;8;11;8.14247;0
24890;11;1;36;17;29;6;1;15;434;59;2;24;1.685;8;15;8.08219;1
24894;1;6;13;7;8;13;1;425;393;145;1;27;0.5575;7;11;8.13425;0
24918;1;6;13;7;8;13;1;439;393;145;1;27;0.52;7;11;8.13425;0
24972;1;6;13;26;6;13;1;434;602;145;2;28;1.05;7;12;8.10959;0
25029;11;16;9;26;13;16;1;597;420;32;1;38;1.35;3;14;7.37808;1
25037;1;6;13;26;6;13;1;432;603;4;1;33;0.84;7;12;8.07671;0
25052;1;1;85;16;122;6;1;257;599;59;1;24;0.882;8;12;8.06575;0
25081;1;1;34;26;136;6;1;291;305;33;2;32;1.26;8;13;8.03562;0
25082;11;3;11;26;14;11;1;344;402;90;1;45;2.1;12;16;7.33973;1
25083;1;1;34;26;136;6;1;293;298;59;1;31;7.5;8;19;8.05479;0
25085;1;3;11;26;14;11;1;341;399;92;1;42;3.9275;12;17;8.03836;0
25098;1;1;33;26;142;6;1;316;300;90;1;38;1.82;8;15;7.96164;0
25099;1;16;9;26;13;16;1;599;419;59;2;35;5.635;3;19;7.96164;0
25100;1;6;13;26;6;13;1;431;385;184;1;37;0.567;7;11;6.92877;1
25108;10;1;39;29;56;6;1;81;470;59;2;26;1.01;8;13;7.91781;0
25110;1;1;29;15;28;6;1;12;494;59;1;26;0.56;8;11;5.7863;1
25124;1;1;36;36;29;6;1;15;434;59;2;24;0.7825;8;12;7.56986;1
25138;1;6;13;26;6;13;1;431;385;145;1;39;0.9605;7;11;7.45479;1
25139;11;16;9;26;13;16;1;597;420;4;2;26;0.7;3;13;5.89589;1
25152;10;1;33;16;108;6;1;226;444;59;1;26;0.899;8;12;7.89863;0
25161;10;1;47;16;53;6;1;72;436;59;2;26;0.895;8;12;7.89589;0
25173;10;1;36;15;107;6;1;223;458;59;2;24;0.6229;8;11;7.90959;0
25184;10;1;47;15;80;6;1;149;453;59;2;25;0.735;8;11;6.88493;1
25193;1;1;34;15;35;6;1;31;443;59;2;26;0.56;8;11;5.84384;1
25213;11;1;38;16;54;6;1;76;441;59;2;24;0.895;8;12;7.89041;0
25231;1;1;85;15;122;6;1;257;599;59;2;26;0.66;8;11;6.69041;1
25236;1;1;49;33;129;6;1;302;623;185;2;24;0.6015;8;11;7.86027;1
25257;11;13;62;26;187;10;1;563;409;90;1;36;3.675;4;15;7.54247;1
25264;11;1;89;36;61;6;1;93;511;59;1;26;0.895;8;12;7.86027;0
25267;11;1;41;29;52;6;1;70;479;59;2;23;0.895;8;12;7.85753;0
25287;10;1;42;36;133;6;1;284;649;59;1;25;0.7825;8;12;7.85479;0
25309;11;6;13;26;6;13;1;429;394;145;1;30;1.1;7;13;7.84384;0
25311;1;6;13;26;6;13;1;431;385;145;1;33;0.71;7;11;7.8274;0
25321;1;6;13;26;6;13;1;405;381;32;1;39;1.285;7;13;7.8274;0
25346;1;1;44;15;79;6;1;146;526;59;2;26;1.328;8;11;7.83562;0
25372;1;1;44;15;92;6;1;181;530;59;2;25;0.705;8;11;7.8;0
25383;1;6;14;26;5;13;1;434;602;4;1;23;0.7125;7;10;7.78356;0
25398;1;10;56;26;160;5;1;478;367;51;2;35;0.48;11;10;7.80548;0
25411;1;6;14;26;5;13;1;445;633;136;1;26;1.0225;7;12;7.76438;0
25417;1;13;63;26;186;10;1;558;413;52;1;31;1.63;4;15;7.76986;0
25419;1;1;34;26;136;6;1;330;301;59;2;42;3.23;8;17;7.71233;0
25421;1;1;34;26;136;6;1;295;628;52;1;35;2.05;8;14;7.33699;1
25432;1;1;18;36;130;6;1;277;639;59;1;31;0.777;8;12;7.66849;1
25433;1;1;36;36;47;6;1;57;535;59;1;33;0.8;8;12;6.16986;1
25442;1;16;8;26;12;16;1;595;615;4;2;26;0.8;3;13;7.71233;0
25447;1;1;85;15;67;6;1;110;501;59;2;25;0.66;8;11;6.82192;1
25458;11;1;41;15;91;6;1;179;471;59;2;24;0.66;8;11;6.92055;1
25468;11;1;12;16;126;6;1;267;614;59;1;26;1.697;8;12;7.69041;0
25470;1;1;33;15;108;6;1;226;444;59;1;25;0.705;8;11;7.70137;0
25481;11;1;7;29;123;6;1;260;605;59;2;26;0.7825;8;12;7.73151;0
25484;1;4;91;26;248;14;1;357;344;59;1;41;5.5;11;19;6.41644;1
25508;11;1;41;15;52;6;1;70;479;59;2;24;1.328;8;11;7.66027;0
25569;1;1;39;15;56;6;1;81;470;59;1;23;0.693;8;11;7.2;1
25582;1;6;14;26;5;13;1;394;595;126;1;45;0.53;7;10;7.1589;1
25609;10;1;39;36;56;6;1;81;470;59;1;25;0.895;8;12;7.58904;0
25636;11;1;44;15;92;6;1;181;530;59;1;24;0.655;8;11;5.72603;1
25643;1;6;13;26;6;13;1;407;382;90;1;29;1.8;7;14;7.5726;0
25650;11;1;34;15;105;6;1;217;451;59;1;27;0.705;8;11;7.56986;0
25666;1;1;44;15;60;6;1;91;528;59;2;25;1.328;8;11;6.84658;1
25668;10;1;42;29;74;6;1;131;489;59;1;27;0.74;8;12;6.6411;1
25689;11;1;45;15;98;6;1;198;464;59;1;26;0.705;8;11;7.55068;0
25718;1;16;9;26;13;16;1;599;419;32;1;31;3.015;3;14;5.75068;1
25738;1;1;36;15;107;6;1;223;458;59;2;25;0.6229;8;11;7.52877;0
25749;1;1;34;26;136;6;1;289;295;90;2;32;2.765;8;16;7.52877;0
25809;1;16;9;26;13;16;1;595;615;4;2;30;1.302;3;13;6.33151;1
25816;1;4;91;26;248;14;1;355;336;10;2;38;0.3875;11;10;6.83562;1
25825;1;4;91;26;248;14;1;363;337;32;2;32;1.4525;11;14;7.48219;0
25832;1;1;44;15;117;6;1;247;616;59;2;25;0.59;8;11;5.66575;1
25838;10;1;33;15;26;6;1;6;452;59;2;23;0.6229;8;11;7.46849;0
25848;1;1;31;15;43;6;1;48;487;59;1;26;0.59;8;11;5.59178;1
25854;1;1;36;15;29;6;1;15;434;59;1;25;0.705;8;11;6.78082;1
25889;1;1;55;15;86;6;1;164;503;59;1;22;0.735;8;11;6.48493;1
25907;11;1;43;15;69;6;1;115;463;59;2;29;0.705;8;11;7.43562;0
25919;11;1;84;36;118;6;1;250;481;59;1;23;1.557;8;12;6.67123;1
25923;1;13;63;26;186;10;1;558;413;10;2;25;0.416;4;10;6.08767;1
25938;1;1;34;15;66;6;1;107;450;59;2;25;1.341;8;11;7.43014;0
25951;1;1;36;15;29;6;1;15;434;59;1;23;0.655;8;11;5.87945;1
25966;10;1;38;15;54;6;1;76;441;59;1;27;0.705;8;11;7.41644;0
25975;1;1;43;15;49;6;1;63;462;59;2;26;0.56;8;11;5.32055;1
25981;1;1;32;15;58;6;1;86;533;59;2;26;0.56;8;11;5.40548;1
25994;11;1;57;36;77;6;1;140;476;59;2;24;0.7825;8;12;7.40274;0
26004;11;1;85;16;115;6;1;242;508;59;1;25;0.895;8;12;7.4;0
26011;11;1;89;15;61;6;1;93;511;59;1;26;0.63;8;11;5.38904;1
26023;1;6;13;26;6;13;1;432;603;32;1;36;1.703;7;14;6.83288;1
26036;10;1;35;15;41;6;1;44;523;59;2;25;0.6229;8;11;7.39178;0
26052;1;1;34;26;136;6;1;305;295;90;1;35;2.7;8;16;7.38356;0
26073;1;6;14;26;10;13;1;405;381;4;1;36;0.775;7;12;7.3589;0
26074;1;1;45;15;98;6;1;198;464;59;2;28;0.655;8;11;5.51233;1
26098;1;1;32;15;30;6;1;17;527;59;1;25;0.67;8;11;5.53425;1
26112;1;1;12;36;83;6;1;155;474;59;2;26;0.772;8;12;7.3589;0
26113;11;1;7;36;62;6;1;97;480;59;2;25;1.482;8;12;7.3589;0
26126;1;6;14;26;10;13;1;430;601;4;2;32;1.42;7;13;5.50411;1
26140;11;1;48;15;99;6;1;201;438;59;2;25;1.341;8;11;7.3589;0
26161;11;1;38;15;54;6;1;76;441;59;1;23;0.705;8;11;7.35342;0
26162;1;1;41;15;52;6;1;70;479;59;1;24;0.59;8;11;5.53973;1
26163;1;6;14;26;10;13;1;444;632;4;1;38;1.42;7;13;6.30137;1
26188;11;1;17;15;78;6;1;144;429;59;1;23;0.705;8;11;7.36164;0
26204;11;1;32;15;88;6;1;169;532;59;1;26;0.6229;8;11;7.34247;0
26228;10;1;35;29;65;6;1;104;519;59;1;25;0.786;8;12;7.32603;0
26253;1;6;13;7;8;13;1;439;393;145;2;27;0.6425;7;11;6.68219;1
26257;1;1;36;15;84;6;1;158;457;59;2;23;1.349;8;11;7.31781;0
26263;1;1;12;15;126;6;1;267;614;59;1;26;0.585;8;11;6.34521;1
26326;1;1;26;15;25;6;1;1;495;59;2;26;1.341;8;11;7.28493;0
26332;11;1;33;15;26;6;1;6;452;59;2;25;0.66;8;11;6.47945;1
26336;1;4;91;26;248;14;1;360;346;59;2;35;2.61;11;17;6.2;1
26381;1;6;13;7;8;13;1;439;393;145;1;26;0.52;7;11;7.26027;0
26390;10;1;41;15;91;6;1;179;471;59;1;23;0.6229;8;11;7.25753;0
26423;10;1;33;15;73;6;1;128;447;59;1;25;0.56;8;11;5.40274;1
26434;1;6;13;26;6;13;1;431;385;184;1;26;0.47;7;11;7.22192;0
26446;10;1;46;15;97;6;1;195;439;59;1;25;0.67;8;11;5.50685;1
26477;11;1;85;15;122;6;1;257;599;59;2;26;0.63;8;11;5.66301;1
26479;1;1;92;33;57;6;1;297;431;185;1;26;0.8142;8;-1;6.08219;1
26489;11;1;31;29;43;6;1;48;487;59;1;23;0.7825;8;12;7.21918;0
26495;10;1;32;16;36;6;1;35;525;59;2;24;1.492;8;12;7.2;0
26545;1;1;34;26;136;6;1;290;651;30;2;34;2.8;8;16;7.2;0
26550;1;1;43;29;69;6;1;115;463;59;1;23;0.7825;8;12;7.18082;1
26552;11;1;36;15;29;6;1;15;434;59;2;24;0.63;8;11;5.13973;1
26556;11;1;32;29;58;6;1;86;533;59;1;25;1.01;8;13;7.16164;1
26561;1;1;34;26;136;6;1;292;305;33;2;31;1.285;8;13;7.17534;0
26632;11;1;16;15;40;6;1;42;427;59;1;26;1.174;8;11;7.16438;0
26648;11;1;45;15;98;6;1;198;464;59;1;24;0.66;8;11;5.97534;1
26649;10;1;44;15;117;6;1;247;616;59;2;23;0.585;8;11;5.80822;1
26671;1;4;91;26;248;14;1;353;339;59;1;42;3;11;17;5.70411;1
26673;10;1;38;15;54;6;1;76;441;59;2;23;0.6229;8;11;7.14521;0
26679;11;1;44;15;44;6;1;51;512;59;1;26;0.6229;8;11;7.14521;0
26732;1;1;44;33;79;6;1;146;526;185;2;25;0.54;8;11;5.40548;1
26751;10;1;27;15;94;6;1;186;488;59;2;24;0.66;8;11;7.10959;0
26752;10;1;18;15;130;6;1;277;639;59;1;23;0.705;8;11;7.10959;0
26768;10;1;89;15;96;6;1;192;515;59;1;26;0.6229;8;11;7.10685;0
26791;1;1;47;15;53;6;1;72;436;59;1;26;0.63;8;11;5.13151;1
26832;1;4;91;26;248;14;1;357;350;48;1;29;0.465;11;13;6.29315;1
26850;9;13;62;26;187;10;1;564;408;90;2;34;2.72;4;16;7.09315;0
26864;1;6;14;26;5;13;1;387;618;145;1;23;1.011;7;11;7.04658;0
26873;1;6;14;26;5;13;1;394;595;145;1;34;0.7;7;11;7.02192;0
26883;1;5;15;26;20;2;1;380;355;51;1;37;0.42;11;10;7.05205;0
26885;1;5;15;26;20;2;1;382;353;51;1;42;0.48;11;8;7.05205;0
26887;1;9;60;26;173;9;1;471;365;145;1;26;0.7;11;12;7.05205;0
26893;1;5;15;26;20;2;1;379;354;32;2;36;1.275;11;14;5.34247;1
26904;11;1;43;15;49;6;1;63;462;59;1;23;0.705;8;11;7.00822;0
26906;1;1;32;15;88;6;1;169;532;59;1;25;0.6229;8;11;6.83562;1
26913;10;1;42;29;72;6;1;124;490;59;2;25;1.496;8;12;6.95342;0
26919;10;1;31;15;43;6;1;48;487;59;2;24;0.6229;8;11;6.95068;0
26923;1;5;15;26;20;2;1;384;351;21;1;47;5.22;11;17;6.96164;0
26925;1;1;33;26;142;6;1;314;302;59;1;33;3.725;8;17;6.93699;0
26963;1;1;21;29;111;6;1;234;483;59;2;26;0.899;8;12;6.92329;0
26985;1;4;91;26;248;14;1;374;341;32;1;43;1.4;11;14;6.94521;0
27003;1;1;21;29;111;6;1;234;483;59;2;25;0.792;8;12;6.90411;0
27007;1;1;21;16;111;6;1;234;483;59;1;26;0.899;8;12;6.90411;0
27018;1;1;36;15;32;6;1;24;536;59;2;22;0.705;8;11;6.90137;0
27057;1;4;91;26;248;14;1;355;336;146;2;32;1.25;11;14;6.92055;0
27059;1;10;56;26;160;5;1;476;368;145;2;36;0.73;11;13;5.53699;1
27102;11;1;41;29;52;6;1;70;479;59;1;24;0.7825;8;12;6.88219;0
27113;10;1;111;15;132;6;1;283;650;59;1;25;0.705;8;11;6.84384;1
27122;1;1;21;15;111;6;1;234;483;59;1;27;0.706;8;11;6.89589;0
27135;10;1;47;15;71;6;1;122;455;59;1;23;0.655;8;11;5.26027;1
27149;1;6;14;33;5;13;1;387;618;32;1;24;1.2;7;13;6.45205;1
27199;10;1;27;15;94;6;1;186;488;59;1;24;0.705;8;11;6.86301;0
27200;1;5;15;26;20;2;1;382;353;51;1;26;0.48;11;8;6.88219;0
27233;1;9;60;26;173;9;1;468;591;86;2;27;0.38;11;10;4.91781;1
27236;1;5;15;26;20;2;1;380;355;10;2;34;0.45;11;8;6.88219;0
27249;11;1;47;15;50;6;1;66;456;59;2;23;0.6229;8;11;6.85753;0
27268;11;1;44;15;104;6;1;214;529;59;1;24;0.705;8;11;6.85479;0
27280;11;1;85;29;48;6;1;60;500;59;1;25;1.496;8;12;6.13151;1
27283;11;1;57;15;77;6;1;140;476;59;1;23;0.6229;8;11;6.84384;0
27307;11;1;36;15;29;6;1;15;434;59;2;22;0.705;8;11;6.8411;0
27323;11;1;12;15;83;6;1;155;474;59;2;23;0.6229;8;11;6.87397;0
27343;11;1;47;15;101;6;1;206;435;59;1;25;0.705;8;11;6.81918;0
27365;1;4;91;26;248;14;1;362;333;52;1;30;2.365;11;15;6.78356;0
27366;1;1;34;26;136;6;1;295;628;32;1;29;1.4;8;13;6.78356;0
27370;1;1;40;15;100;6;1;203;469;59;1;25;0.6229;8;11;6.78082;1
27387;1;4;91;26;248;14;1;374;341;55;1;33;0.45;11;10;5.66027;1
27390;10;1;111;15;132;6;1;283;650;59;1;25;0.706;8;11;6.73151;1
27392;1;4;91;26;248;14;1;365;337;32;1;39;1.0875;11;14;5.57534;1
27404;1;1;44;15;60;6;1;91;528;59;2;24;1.328;8;11;6.78356;0
27424;1;16;9;26;13;16;1;594;423;32;1;37;1.5;3;14;6.73425;1
27431;1;6;13;26;6;13;1;449;385;4;1;28;0.6;7;11;6.78082;0
27444;10;1;26;29;25;6;1;1;495;59;1;24;0.895;8;12;6.76712;0
27471;11;1;45;29;98;6;1;198;464;59;1;25;0.7825;8;12;6.74795;0
27473;10;1;31;15;43;6;1;48;487;59;1;25;0.585;8;11;5.61644;1
27476;1;6;13;26;6;13;1;454;375;59;1;47;3.7;7;16;6.74795;0
27487;1;13;62;26;187;10;1;567;404;90;2;33;2.4;4;16;6.73425;0
27495;11;1;33;33;26;6;1;303;452;185;1;23;0.6015;8;11;6.72055;1
27527;11;1;32;15;30;6;1;17;527;59;2;23;0.705;8;11;6.07671;1
27543;1;1;44;26;137;6;1;316;300;92;2;23;0.5425;8;10;6.70959;0
27600;1;1;85;15;122;6;1;257;599;59;2;25;0.693;8;11;6.60548;1
